,creation_date,product_item_sku_id,sales,base_price,list_price,sale_price,msrp,views,cart_quantity,base_price_change,is_holiday,day_of_week,week_of_month,month_of_year,days_till_black_friday,days_till_christmas,days_till_summer,days_till_winter,is_promotion,margin,product_item_sku_id_encoded
187,2020-11-29,MA-DMDCNPLQ,12,599.99,699.9900000000001,605.4066666666666,699.9900000000001,0.0,0.0,False,0,6,5,11,360,26,184,2,1,28.57183674052489,1
188,2020-12-06,MA-DMDCNPLQ,6,599.99,699.9900000000001,599.99,699.9900000000001,0.0,0.0,False,0,6,1,12,353,19,177,360,1,28.57183674052489,1
189,2020-12-13,MA-DMDCNPLQ,0,599.99,699.9900000000001,599.99,699.9900000000001,0.0,0.0,False,0,6,2,12,346,12,170,353,1,28.57183674052489,1
190,2020-12-20,MA-DMDCNPLQ,2,664.99,699.99,632.49,699.99,0.0,0.0,True,0,6,3,12,339,5,163,346,1,10.000142859183702,1
191,2020-12-27,MA-DMDCNPLQ,5,625.99,699.99,625.99,699.99,0.0,0.0,True,0,6,4,12,332,363,156,339,1,21.1431591879884,1
192,2021-01-03,MA-DMDCNPLQ,7,599.99,699.9900000000001,610.8233333333334,699.9900000000001,0.0,0.0,True,0,6,1,1,325,356,149,332,1,28.57183674052489,1
193,2021-01-10,MA-DMDCNPLQ,7,599.99,699.99,646.4185714285715,699.99,0.0,0.0,False,0,6,2,1,318,349,142,325,1,28.571836740524866,1
194,2021-01-17,MA-DMDCNPLQ,2,664.99,699.99,664.99,699.99,0.0,0.0,True,0,6,3,1,311,342,135,318,1,10.000142859183702,1
195,2021-01-24,MA-DMDCNPLQ,4,664.99,699.99,648.74,699.99,0.0,0.0,False,0,6,4,1,304,335,128,311,1,10.000142859183702,1
196,2021-01-31,MA-DMDCNPLQ,7,610.8233333333334,699.9900000000001,610.8233333333334,699.9900000000001,0.0,0.0,True,0,6,5,1,297,328,121,304,1,25.476554426968022,1
197,2021-02-07,MA-DMDCNPLQ,4,599.99,699.99,628.74,699.99,0.0,0.0,True,0,6,1,2,290,321,114,297,1,28.571836740524866,1
198,2021-02-14,MA-DMDCNPLQ,2,599.99,699.99,599.99,699.99,0.0,0.0,False,0,6,2,2,283,314,107,290,1,28.571836740524866,1
199,2021-02-21,MA-DMDCNPLQ,2,599.99,699.99,649.99,699.99,0.0,0.0,False,0,6,3,2,276,307,100,283,1,28.571836740524866,1
200,2021-02-28,MA-DMDCNPLQ,2,632.49,699.99,657.49,699.99,0.0,0.0,True,0,6,4,2,269,300,93,276,1,19.285989799854285,1
201,2021-03-07,MA-DMDCNPLQ,4,649.99,699.99,649.99,699.99,0.0,0.0,True,0,6,1,3,262,293,86,269,1,14.285918370262433,1
202,2021-03-14,MA-DMDCNPLQ,1,649.99,699.99,664.99,699.99,0.0,0.0,False,0,6,2,3,255,286,79,262,1,14.285918370262433,1
203,2021-03-21,MA-DMDCNPLQ,4,666.24,699.99,664.99,699.99,0.0,0.0,True,0,6,3,3,248,279,72,255,1,9.642994899927142,1
204,2021-03-28,MA-DMDCNPLQ,2,682.49,699.99,664.99,699.99,0.0,0.0,True,0,6,4,3,241,272,65,248,1,5.000071429591851,1
205,2021-04-04,MA-DMDCNPLQ,1,699.99,699.99,664.99,699.99,0.0,0.0,True,0,6,1,4,234,265,58,241,1,0.0,1
206,2021-04-11,MA-DMDCNPLQ,6,688.3233333333334,699.9900000000001,664.99,699.9900000000001,0.0,0.0,True,0,6,2,4,227,258,51,234,1,3.3333809530612553,1
207,2021-04-18,MA-DMDCNPLQ,3,664.99,699.9900000000001,664.99,699.9900000000001,0.0,0.0,True,0,6,3,4,220,251,44,227,1,10.000142859183732,1
208,2021-04-25,MA-DMDCNPLQ,3,664.99,699.9900000000001,664.99,699.9900000000001,0.0,0.0,False,0,6,4,4,213,244,37,220,1,10.000142859183732,1
209,2021-05-02,MA-DMDCNPLQ,2,699.99,699.99,649.99,699.99,0.0,0.0,True,0,6,1,5,206,237,30,213,1,0.0,1
210,2021-05-09,MA-DMDCNPLQ,1,699.99,699.99,649.99,699.99,0.0,0.0,False,0,6,2,5,199,230,23,206,1,0.0,1
211,2021-05-16,MA-DMDCNPLQ,2,649.99,699.99,649.99,699.99,0.0,0.0,True,0,6,3,5,192,223,16,199,1,14.285918370262433,1
212,2021-05-23,MA-DMDCNPLQ,4,649.99,699.99,649.99,699.99,0.0,0.0,False,0,6,4,5,185,216,9,192,1,14.285918370262433,1
213,2021-05-30,MA-DMDCNPLQ,1,649.99,699.99,649.99,699.99,0.0,0.0,False,0,6,5,5,178,209,2,185,1,14.285918370262433,1
214,2021-06-06,MA-DMDCNPLQ,2,649.99,724.99,681.49,724.99,0.0,0.0,False,0,6,1,6,171,202,360,178,1,20.68994055090415,1
215,2021-06-13,MA-DMDCNPLQ,2,649.99,749.99,712.99,749.99,0.0,0.0,False,0,6,2,6,164,195,353,171,1,26.667022226963027,1
216,2021-06-20,MA-DMDCNPLQ,1,712.99,749.99,712.99,749.99,0.0,0.0,True,0,6,3,6,157,188,346,164,1,9.86679822397632,1
217,2021-06-27,MA-DMDCNPLQ,2,712.99,749.99,712.99,749.99,0.0,0.0,False,0,6,4,6,150,181,339,157,1,9.86679822397632,1
218,2021-07-04,MA-DMDCNPLQ,4,712.99,749.99,712.99,749.99,0.0,0.0,False,1,6,1,7,143,174,332,150,1,9.86679822397632,1
219,2021-07-11,MA-DMDCNPLQ,7,712.99,749.99,709.2757142857143,749.99,0.0,0.0,False,0,6,2,7,136,167,325,143,1,9.86679822397632,1
220,2021-07-18,MA-DMDCNPLQ,7,727.79,749.99,692.5899999999999,749.99,0.0,0.0,True,0,6,3,7,129,160,318,136,1,5.920078934385804,1
221,2021-07-25,MA-DMDCNPLQ,4,712.49,749.99,687.49,749.99,0.0,0.0,True,0,6,4,7,122,153,311,129,1,10.000133335111135,1
222,2021-08-01,MA-DMDCNPLQ,7,699.99,749.99,685.7042857142858,749.99,0.0,0.0,True,0,6,1,8,115,146,304,122,1,13.333511113481514,1
223,2021-08-08,MA-DMDCNPLQ,3,699.9900000000001,749.9900000000001,699.9900000000001,749.9900000000001,0.0,0.0,True,0,6,2,8,108,139,297,115,1,13.33351111348151,1
224,2021-08-15,MA-DMDCNPLQ,5,699.99,749.99,689.99,749.99,0.0,0.0,True,0,6,3,8,101,132,290,108,1,13.333511113481514,1
225,2021-08-22,MA-DMDCNPLQ,1,649.99,749.99,649.99,749.99,0.0,0.0,True,0,6,4,8,94,125,283,101,1,26.667022226963027,1
226,2021-08-29,MA-DMDCNPLQ,6,649.99,749.9900000000001,649.99,749.9900000000001,0.0,0.0,False,0,6,5,8,87,118,276,94,1,26.66702222696305,1
227,2021-09-05,MA-DMDCNPLQ,8,649.99,749.99,649.99,749.99,0.0,0.0,False,0,6,1,9,80,111,269,87,1,26.667022226963027,1
228,2021-09-12,MA-DMDCNPLQ,12,649.99,749.9900000000001,660.49,749.9900000000001,0.0,0.0,False,0,6,2,9,73,104,262,80,1,26.66702222696305,1
229,2021-09-19,MA-DMDCNPLQ,4,699.99,749.99,712.99,749.99,0.0,0.0,True,0,6,3,9,66,97,255,73,1,13.333511113481514,1
230,2021-09-26,MA-DMDCNPLQ,4,749.99,749.99,712.99,749.99,0.0,0.0,True,0,6,4,9,59,90,248,66,1,0.0,1
231,2021-10-03,MA-DMDCNPLQ,0,749.99,749.99,712.99,749.99,0.0,0.0,False,0,6,1,10,52,83,241,59,1,0.0,1
232,2021-10-10,MA-DMDCNPLQ,3,712.9900000000001,749.9900000000001,691.9900000000001,749.9900000000001,0.0,0.0,True,0,6,2,10,45,76,234,52,1,9.866798223976318,1
233,2021-10-17,MA-DMDCNPLQ,3,712.9900000000001,749.9900000000001,704.3233333333334,749.9900000000001,0.0,0.0,False,0,6,3,10,38,69,227,45,1,9.866798223976318,1
234,2021-10-24,MA-DMDCNPLQ,3,749.99,749.99,674.99,749.99,0.0,0.0,True,0,6,4,10,31,62,220,38,1,0.0,1
235,2021-10-31,MA-DMDCNPLQ,5,739.99,749.99,689.99,749.99,0.0,0.0,True,0,6,5,10,24,55,213,31,1,2.6667022226963026,1
236,2021-11-07,MA-DMDCNPLQ,4,699.99,749.99,687.49,749.99,0.0,0.0,True,0,6,1,11,17,48,206,24,1,13.333511113481514,1
237,2021-11-14,MA-DMDCNPLQ,7,685.7042857142858,749.99,658.99,749.99,0.0,0.0,True,0,6,2,11,10,41,199,17,1,17.143085717333356,1
238,2021-11-21,MA-DMDCNPLQ,10,649.99,749.99,656.29,749.99,0.0,0.0,True,0,6,3,11,3,34,192,10,1,26.667022226963027,1
239,2021-11-28,MA-DMDCNPLQ,6,649.99,749.9900000000001,649.99,749.9900000000001,0.0,0.0,False,0,6,4,11,361,27,185,3,1,26.66702222696305,1
240,2021-12-05,MA-DMDCNPLQ,7,649.99,749.99,649.99,749.99,0.0,0.0,False,0,6,1,12,354,20,178,361,1,26.667022226963027,1
241,2021-12-12,MA-DMDCNPLQ,2,681.49,749.99,681.49,749.99,0.0,0.0,True,0,6,2,12,347,13,171,354,1,18.266910225469672,1
242,2021-12-19,MA-DMDCNPLQ,2,712.99,749.99,681.49,749.99,0.0,0.0,True,0,6,3,12,340,6,164,347,1,9.86679822397632,1
243,2021-12-26,MA-DMDCNPLQ,2,649.99,749.99,649.99,749.99,0.0,0.0,True,0,6,4,12,333,364,157,340,1,26.667022226963027,1
244,2022-01-02,MA-DMDCNPLQ,5,649.99,749.99,649.99,749.99,0.0,0.0,False,0,6,1,1,326,357,150,333,1,26.667022226963027,1
245,2022-01-09,MA-DMDCNPLQ,3,649.99,749.9900000000001,670.99,749.9900000000001,0.0,0.0,False,0,6,2,1,319,350,143,326,1,26.66702222696305,1
246,2022-01-16,MA-DMDCNPLQ,6,660.49,749.9900000000001,681.49,749.9900000000001,0.0,0.0,True,0,6,3,1,312,343,136,319,1,23.866984893131935,1
247,2022-01-23,MA-DMDCNPLQ,5,712.99,749.99,700.39,749.99,0.0,0.0,True,0,6,4,1,305,336,129,312,1,9.86679822397632,1
248,2022-01-30,MA-DMDCNPLQ,2,712.99,774.99,704.99,774.99,0.0,0.0,False,0,6,5,1,298,329,122,305,1,16.00020645427683,1
249,2022-02-06,MA-DMDCNPLQ,7,649.99,757.1328571428572,665.7042857142858,757.1328571428572,0.0,0.0,True,0,6,1,2,291,322,115,298,1,28.30226059589468,1
250,2022-02-13,MA-DMDCNPLQ,6,649.99,749.9900000000001,649.99,749.9900000000001,0.0,0.0,False,0,6,2,2,284,315,108,291,1,26.66702222696305,1
251,2022-02-20,MA-DMDCNPLQ,12,649.99,754.1566666666668,659.1566666666666,754.1566666666668,0.0,0.0,False,0,6,3,2,277,308,101,284,1,27.62467568630746,1
252,2022-02-27,MA-DMDCNPLQ,16,649.99,754.1566666666668,659.1566666666666,754.1566666666668,0.0,0.0,False,0,6,4,2,270,301,94,277,1,27.62467568630746,1
253,2022-03-06,MA-DMDCNPLQ,5,671.99,769.99,693.99,769.99,0.0,0.0,True,0,6,1,3,263,294,87,270,1,25.45487603735113,1
254,2022-03-13,MA-DMDCNPLQ,2,799.99,799.99,759.99,799.99,0.0,0.0,True,0,6,2,3,256,287,80,263,1,0.0,1
255,2022-03-20,MA-DMDCNPLQ,1,799.99,799.99,759.99,799.99,0.0,0.0,False,0,6,3,3,249,280,73,256,1,0.0,1
256,2022-03-27,MA-DMDCNPLQ,4,779.99,799.99,759.9900000000001,799.99,0.0,0.0,True,0,6,4,3,242,273,66,249,1,5.00006250078126,1
257,2022-04-03,MA-DMDCNPLQ,1,759.99,799.99,699.99,799.99,0.0,0.0,True,0,6,1,4,235,266,59,242,1,10.00012500156252,1
258,2022-04-10,MA-DMDCNPLQ,1,799.99,799.99,699.99,799.99,0.0,0.0,True,0,6,2,4,228,259,52,235,1,0.0,1
259,2022-04-17,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,719.9900000000001,799.9900000000001,0.0,0.0,True,0,6,3,4,221,252,45,228,1,0.0,1
260,2022-04-24,MA-DMDCNPLQ,2,759.99,799.99,699.99,799.99,0.0,0.0,True,0,6,4,4,214,245,38,221,1,10.00012500156252,1
261,2022-05-01,MA-DMDCNPLQ,5,783.99,799.99,699.99,799.99,0.0,0.0,True,0,6,1,5,207,238,31,214,1,4.0000500006250075,1
262,2022-05-08,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,True,0,6,2,5,200,231,24,207,1,0.0,1
263,2022-05-15,MA-DMDCNPLQ,0,799.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,False,0,6,3,5,193,224,17,200,1,0.0,1
264,2022-05-22,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,0.0,0.0,True,0,6,4,5,186,217,10,193,1,25.000312503906297,1
265,2022-05-29,MA-DMDCNPLQ,8,699.99,799.99,713.74,799.99,0.0,0.0,False,0,6,5,5,179,210,3,186,1,25.000312503906297,1
266,2022-06-05,MA-DMDCNPLQ,5,699.99,799.99,711.99,799.99,0.0,0.0,False,0,6,1,6,172,203,361,179,1,25.000312503906297,1
267,2022-06-12,MA-DMDCNPLQ,5,729.99,799.99,727.49,799.99,0.0,0.0,True,0,6,2,6,165,196,354,172,1,17.50021875273441,1
268,2022-06-19,MA-DMDCNPLQ,5,747.99,799.99,745.99,799.99,0.0,0.0,True,1,6,3,6,158,189,347,165,1,13.000162502031277,1
269,2022-06-26,MA-DMDCNPLQ,6,699.99,799.99,712.49,799.99,0.0,0.0,True,0,6,4,6,151,182,340,158,1,25.000312503906297,1
270,2022-07-03,MA-DMDCNPLQ,5,699.99,799.99,712.49,799.99,0.0,0.0,False,0,6,1,7,144,175,333,151,1,25.000312503906297,1
271,2022-07-10,MA-DMDCNPLQ,5,699.99,799.99,719.99,799.99,0.0,0.0,False,0,6,2,7,137,168,326,144,1,25.000312503906297,1
272,2022-07-17,MA-DMDCNPLQ,5,719.99,799.99,729.99,799.99,0.0,0.0,True,0,6,3,7,130,161,319,137,1,20.00025000312504,1
273,2022-07-24,MA-DMDCNPLQ,6,749.9900000000001,799.9900000000001,741.6566666666668,799.9900000000001,0.0,0.0,True,0,6,4,7,123,154,312,130,1,12.500156251953149,1
274,2022-07-31,MA-DMDCNPLQ,4,749.99,799.99,724.99,799.99,0.0,0.0,True,0,6,5,7,116,147,305,123,1,12.500156251953149,1
275,2022-08-07,MA-DMDCNPLQ,8,749.99,799.99,718.74,799.99,0.0,0.0,False,0,6,1,8,109,140,298,116,1,12.500156251953149,1
276,2022-08-14,MA-DMDCNPLQ,4,749.9900000000001,799.9900000000001,716.6566666666668,799.9900000000001,0.0,0.0,True,0,6,2,8,102,133,291,109,1,12.500156251953149,1
277,2022-08-21,MA-DMDCNPLQ,5,724.99,799.99,699.99,799.99,0.0,0.0,True,0,6,3,8,95,126,284,102,1,18.750234377929722,1
278,2022-08-28,MA-DMDCNPLQ,4,699.99,799.99,699.99,799.99,0.0,0.0,True,0,6,4,8,88,119,277,95,1,25.000312503906297,1
279,2022-09-04,MA-DMDCNPLQ,6,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,True,0,6,1,9,81,112,270,88,1,25.000312503906297,1
280,2022-09-11,MA-DMDCNPLQ,6,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,False,0,6,2,9,74,105,263,81,1,25.000312503906297,1
281,2022-09-18,MA-DMDCNPLQ,4,699.99,799.99,699.99,799.99,0.0,0.0,True,0,6,3,9,67,98,256,74,1,25.000312503906297,1
282,2022-09-25,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,True,0,6,4,9,60,91,249,67,1,0.0,1
283,2022-10-02,MA-DMDCNPLQ,6,799.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,False,0,6,1,10,53,84,242,60,1,0.0,1
284,2022-10-09,MA-DMDCNPLQ,3,739.9900000000001,799.9900000000001,699.99,799.9900000000001,0.0,0.0,True,0,6,2,10,46,77,235,53,1,15.000187502343776,1
285,2022-10-16,MA-DMDCNPLQ,2,759.99,799.99,699.99,799.99,0.0,0.0,True,0,6,3,10,39,70,228,46,1,10.00012500156252,1
286,2022-10-23,MA-DMDCNPLQ,4,799.99,799.99,699.99,799.99,0.0,0.0,True,0,6,4,10,32,63,221,39,1,0.0,1
287,2022-10-30,MA-DMDCNPLQ,4,799.99,799.99,699.99,799.99,0.0,0.0,False,0,6,5,10,25,56,214,32,1,0.0,1
288,2022-11-06,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,699.99,799.9900000000001,0.0,0.0,True,0,6,1,11,18,49,207,25,1,0.0,1
289,2022-11-13,MA-DMDCNPLQ,8,787.49,799.99,717.1328571428572,799.99,0.0,0.0,True,0,6,2,11,11,42,200,18,1,3.125039062988287,1
290,2022-11-20,MA-DMDCNPLQ,8,699.99,799.99,722.49,799.99,0.0,0.0,True,0,6,3,11,4,35,193,11,1,25.000312503906297,1
291,2022-11-27,MA-DMDCNPLQ,7,699.99,799.99,742.8471428571429,799.99,0.0,0.0,False,0,6,4,11,362,28,186,4,1,25.000312503906297,1
292,2022-12-04,MA-DMDCNPLQ,8,699.99,799.99,744.99,799.99,0.0,0.0,False,0,6,1,12,355,21,179,362,1,25.000312503906297,1
293,2022-12-11,MA-DMDCNPLQ,8,722.49,799.99,751.4185714285715,799.99,0.0,0.0,True,0,6,2,12,348,14,172,355,1,19.37524219052738,1
294,2022-12-18,MA-DMDCNPLQ,4,759.99,799.99,759.9900000000001,799.99,0.0,0.0,True,0,6,3,12,341,7,165,348,1,10.00012500156252,1
295,2022-12-25,MA-DMDCNPLQ,0,759.99,799.99,759.9900000000001,799.99,0.0,0.0,False,1,6,4,12,334,0,158,341,1,10.00012500156252,1
296,2023-01-01,MA-DMDCNPLQ,6,799.9900000000001,799.9900000000001,759.99,799.9900000000001,7458.0,153.0,True,1,6,1,1,327,358,151,334,1,0.0,1
297,2023-01-08,MA-DMDCNPLQ,9,799.99,799.99,759.99,799.99,14569.0,142.0,True,0,6,2,1,320,351,144,327,1,0.0,1
298,2023-01-15,MA-DMDCNPLQ,6,786.6566666666668,799.9900000000001,749.9900000000001,799.9900000000001,7532.0,105.0,True,0,6,3,1,313,344,137,320,1,3.333375000520849,1
299,2023-01-22,MA-DMDCNPLQ,3,759.9900000000001,799.9900000000001,739.9900000000001,799.9900000000001,3164.0,103.0,True,0,6,4,1,306,337,130,313,1,10.000125001562518,1
300,2023-01-29,MA-DMDCNPLQ,2,779.99,799.99,729.99,799.99,1670.0,30.0,True,0,6,5,1,299,330,123,306,1,5.00006250078126,1
301,2023-02-05,MA-DMDCNPLQ,5,739.99,799.99,699.99,799.99,4405.0,111.0,True,0,6,1,2,292,323,116,299,1,15.00018750234378,1
302,2023-02-12,MA-DMDCNPLQ,6,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,5043.0,103.0,True,0,6,2,2,285,316,109,292,1,25.000312503906297,1
303,2023-02-19,MA-DMDCNPLQ,10,699.99,799.99,705.99,799.99,9751.0,251.0,True,0,6,3,2,278,309,102,285,1,25.000312503906297,1
304,2023-02-26,MA-DMDCNPLQ,9,699.99,799.99,699.99,799.99,9104.0,325.0,False,0,6,4,2,271,302,95,278,1,25.000312503906297,1
305,2023-03-05,MA-DMDCNPLQ,3,753.3233333333334,799.9900000000001,699.9900000000001,799.9900000000001,2168.0,41.0,True,0,6,1,3,264,295,88,271,1,11.666812501822957,1
306,2023-03-12,MA-DMDCNPLQ,10,699.99,799.99,699.99,799.99,6586.0,165.0,True,0,6,2,3,257,288,81,264,1,25.000312503906297,1
307,2023-03-19,MA-DMDCNPLQ,4,699.99,799.99,699.99,799.99,2714.0,46.0,False,0,6,3,3,250,281,74,257,1,25.000312503906297,1
308,2023-03-26,MA-DMDCNPLQ,4,729.99,799.99,729.99,799.99,2833.0,52.0,True,0,6,4,3,243,274,67,250,1,17.50021875273441,1
309,2023-04-02,MA-DMDCNPLQ,5,739.9900000000001,799.9900000000001,739.9900000000001,799.9900000000001,1682.0,32.0,True,0,6,1,4,236,267,60,243,1,15.000187502343776,1
310,2023-04-09,MA-DMDCNPLQ,5,699.99,799.99,714.99,799.99,2129.0,73.0,True,0,6,2,4,229,260,53,236,1,25.000312503906297,1
311,2023-04-16,MA-DMDCNPLQ,6,739.9900000000001,799.9900000000001,739.9900000000001,799.9900000000001,3027.0,59.0,True,0,6,3,4,222,253,46,229,1,15.000187502343776,1
312,2023-04-23,MA-DMDCNPLQ,9,759.99,799.99,733.3233333333333,799.99,7027.0,178.0,True,0,6,4,4,215,246,39,222,1,10.00012500156252,1
313,2023-04-30,MA-DMDCNPLQ,5,775.99,799.99,711.99,799.99,4140.0,118.0,True,0,6,5,4,208,239,32,215,1,6.000075000937512,1
314,2023-05-07,MA-DMDCNPLQ,4,774.99,799.99,699.99,799.99,3036.0,114.0,True,0,6,1,5,201,232,25,208,1,6.250078125976574,1
315,2023-05-14,MA-DMDCNPLQ,13,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,5884.0,182.0,True,0,6,2,5,194,225,18,201,1,25.000312503906297,1
316,2023-05-21,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,1815.0,32.0,True,0,6,3,5,187,218,11,194,1,25.000312503906297,1
317,2023-05-28,MA-DMDCNPLQ,8,699.99,799.99,699.99,799.99,4079.0,170.0,False,0,6,4,5,180,211,4,187,1,25.000312503906297,1
318,2023-06-04,MA-DMDCNPLQ,14,699.99,799.99,704.2757142857143,799.99,8580.0,414.0,False,0,6,1,6,173,204,363,180,1,25.000312503906297,1
319,2023-06-11,MA-DMDCNPLQ,6,719.9900000000001,799.9900000000001,719.9900000000001,799.9900000000001,6300.0,116.0,True,0,6,2,6,166,197,356,173,1,20.000250003125036,1
320,2023-06-18,MA-DMDCNPLQ,6,723.99,799.99,679.99,799.99,4750.0,44.0,True,0,6,3,6,159,190,349,166,1,19.000237502968787,1
321,2023-06-25,MA-DMDCNPLQ,7,699.99,799.99,679.99,799.99,3939.0,103.0,True,0,6,4,6,152,183,342,159,1,25.000312503906297,1
322,2023-07-02,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,686.6566666666668,799.9900000000001,1614.0,87.0,True,0,6,1,7,145,176,335,152,1,25.000312503906297,1
323,2023-07-09,MA-DMDCNPLQ,4,699.99,799.99,719.99,799.99,2405.0,46.0,True,0,6,2,7,138,169,328,145,1,25.000312503906297,1
324,2023-07-16,MA-DMDCNPLQ,6,719.9900000000001,799.9900000000001,679.99,799.9900000000001,2940.0,92.0,True,0,6,3,7,131,162,321,138,1,20.000250003125036,1
325,2023-07-23,MA-DMDCNPLQ,12,701.8081818181819,799.9899999999999,672.7172727272728,799.9899999999999,5555.0,178.0,True,0,6,4,7,124,155,314,131,1,24.5457613674716,1
326,2023-07-30,MA-DMDCNPLQ,4,599.99,799.99,599.99,799.99,1931.0,53.0,True,0,6,5,7,117,148,307,124,1,50.000625007812594,1
327,2023-08-06,MA-DMDCNPLQ,7,599.99,799.99,599.99,799.99,3650.0,113.0,False,0,6,1,8,110,141,300,117,1,50.000625007812594,1
328,2023-08-13,MA-DMDCNPLQ,3,599.99,799.9900000000001,599.99,799.9900000000001,1616.0,41.0,False,0,6,2,8,103,134,293,110,1,50.000625007812616,1
329,2023-08-20,MA-DMDCNPLQ,2,649.99,799.99,649.99,799.99,1121.0,40.0,True,0,6,3,8,96,127,286,103,1,37.500468755859444,1
330,2023-08-27,MA-DMDCNPLQ,7,699.99,799.99,699.99,799.99,2501.0,124.0,True,0,6,4,8,89,120,279,96,1,25.000312503906297,1
331,2023-09-03,MA-DMDCNPLQ,4,699.99,799.99,699.99,799.99,0.0,70.0,False,0,6,1,9,82,113,272,89,1,25.000312503906297,1
332,2023-09-10,MA-DMDCNPLQ,8,699.99,799.99,699.99,799.99,0.0,100.0,False,0,6,2,9,75,106,265,82,1,25.000312503906297,1
333,2023-09-17,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,0.0,10.0,False,0,6,3,9,68,99,258,75,1,25.000312503906297,1
334,2023-09-24,MA-DMDCNPLQ,2,799.99,799.99,699.99,799.99,933.0,20.0,True,0,6,4,9,61,92,251,68,1,0.0,1
335,2023-10-01,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,1504.0,33.0,True,0,6,1,10,54,85,244,61,1,0.0,1
336,2023-10-08,MA-DMDCNPLQ,3,739.9900000000001,799.9900000000001,739.9900000000001,799.9900000000001,1537.0,39.0,True,0,6,2,10,47,78,237,54,1,15.000187502343776,1
337,2023-10-15,MA-DMDCNPLQ,2,719.99,799.99,719.99,799.99,690.0,28.0,True,0,6,3,10,40,71,230,47,1,20.00025000312504,1
338,2023-10-22,MA-DMDCNPLQ,2,719.99,799.99,719.99,799.99,606.0,19.0,False,0,6,4,10,33,64,223,40,1,20.00025000312504,1
339,2023-10-29,MA-DMDCNPLQ,2,719.99,799.99,719.99,799.99,709.0,19.0,False,0,6,5,10,26,57,216,33,1,20.00025000312504,1
340,2020-08-02,MA-DMSUFQ,4,199.99,199.99,,199.99,0.0,0.0,True,0,6,1,8,114,145,303,121,0,0.0,2
341,2020-08-09,MA-DMSUFQ,3,199.99,199.99,189.99,199.99,0.0,0.0,False,0,6,2,8,107,138,296,114,1,0.0,2
342,2020-08-16,MA-DMSUFQ,8,191.24,199.99,189.99,199.99,0.0,0.0,True,0,6,3,8,100,131,289,107,1,8.750437521876094,2
343,2020-08-23,MA-DMSUFQ,3,189.99,199.99,189.99,199.99,0.0,0.0,True,0,6,4,8,93,124,282,100,1,10.00050002500125,2
344,2020-08-30,MA-DMSUFQ,8,189.99,199.99,189.99,199.99,0.0,0.0,False,0,6,5,8,86,117,275,93,1,10.00050002500125,2
345,2020-09-06,MA-DMSUFQ,7,189.99,199.99,189.99,199.99,0.0,0.0,False,0,6,1,9,79,110,268,86,1,10.00050002500125,2
346,2020-09-13,MA-DMSUFQ,6,189.99,199.99,189.99,199.99,0.0,0.0,False,0,6,2,9,72,103,261,79,1,10.00050002500125,2
347,2020-09-20,MA-DMSUFQ,7,189.99,199.99,189.99,199.99,0.0,0.0,False,0,6,3,9,65,96,254,72,1,10.00050002500125,2
348,2020-09-27,MA-DMSUFQ,2,194.99,199.99,189.99,199.99,0.0,0.0,True,0,6,4,9,58,89,247,65,1,5.000250012500625,2
349,2020-10-04,MA-DMSUFQ,2,199.99,199.99,189.99,199.99,0.0,0.0,True,0,6,1,10,51,82,240,58,1,0.0,2
350,2020-10-11,MA-DMSUFQ,2,199.99,199.99,189.99,199.99,0.0,0.0,False,0,6,2,10,44,75,233,51,1,0.0,2
351,2020-10-18,MA-DMSUFQ,1,199.99,199.99,189.99,199.99,0.0,0.0,False,0,6,3,10,37,68,226,44,1,0.0,2
352,2020-10-25,MA-DMSUFQ,4,199.99,199.99,189.99,199.99,0.0,0.0,False,0,6,4,10,30,61,219,37,1,0.0,2
353,2020-11-01,MA-DMSUFQ,3,196.65666666666667,199.99,189.99,199.99,0.0,0.0,True,0,6,1,11,23,54,212,30,1,3.333500008333759,2
354,2020-11-08,MA-DMSUFQ,7,189.99,199.99,189.99,199.99,0.0,0.0,True,0,6,2,11,16,47,205,23,1,10.00050002500125,2
355,2020-11-15,MA-DMSUFQ,7,192.84714285714287,199.99,189.99,199.99,0.0,0.0,True,0,6,3,11,9,40,198,16,1,7.143214303572316,2
356,2020-11-22,MA-DMSUFQ,3,189.99,199.99,189.99,199.99,0.0,0.0,True,0,6,4,11,2,33,191,9,1,10.00050002500125,2
