creation_date,product_item_sku_id,sales,base_price,list_price,sale_price,msrp,views,cart_quantity,base_price_change,is_holiday,day_of_week,week_of_month,month_of_year,days_till_black_friday,days_till_christmas,days_till_summer,days_till_winter,is_promotion,margin
2021-11-04,MA-DMDCNPLQ,3,699.9900000000001,749.9900000000001,683.3233333333334,749.9900000000001,0.0,0.0,True,0,3,1,11,20,51,209,27,1,13.33351111348151
2021-11-07,MA-DMDCNPLQ,2,699.99,749.99,649.99,749.99,0.0,0.0,True,0,6,1,11,17,48,206,24,1,13.333511113481514
2021-11-10,MA-DMDCNPLQ,3,699.9900000000001,749.9900000000001,670.99,749.9900000000001,0.0,0.0,True,0,2,2,11,14,45,203,21,1,13.33351111348151
2021-11-13,MA-DMDCNPLQ,3,649.99,749.9900000000001,649.99,749.9900000000001,0.0,0.0,True,0,5,2,11,11,42,200,18,1,26.66702222696305
2021-11-16,MA-DMDCNPLQ,4,649.99,749.99,649.99,749.99,0.0,0.0,False,0,1,3,11,8,39,197,15,1,26.667022226963027
2021-11-19,MA-DMDCNPLQ,5,649.99,749.99,662.5899999999999,749.99,0.0,0.0,False,0,4,3,11,5,36,194,12,1,26.667022226963027
2021-11-22,MA-DMDCNPLQ,2,649.99,749.99,649.99,749.99,0.0,0.0,False,0,0,4,11,2,33,191,9,1,26.667022226963027
2021-11-25,MA-DMDCNPLQ,4,649.99,749.99,649.99,749.99,0.0,0.0,False,1,3,4,11,364,30,188,6,1,26.667022226963027
2021-11-28,MA-DMDCNPLQ,5,649.99,749.99,649.99,749.99,0.0,0.0,False,0,6,4,11,361,27,185,3,1,26.667022226963027
2021-12-01,MA-DMDCNPLQ,0,649.99,749.99,649.99,749.99,0.0,0.0,False,0,2,1,12,358,24,182,0,1,26.667022226963027
2021-12-04,MA-DMDCNPLQ,3,649.99,749.9900000000001,649.99,749.9900000000001,0.0,0.0,False,0,5,1,12,355,21,179,362,1,26.66702222696305
2021-12-07,MA-DMDCNPLQ,0,649.99,749.9900000000001,649.99,749.9900000000001,0.0,0.0,False,0,1,1,12,352,18,176,359,1,26.66702222696305
2021-12-10,MA-DMDCNPLQ,1,712.99,749.99,712.99,749.99,0.0,0.0,True,0,4,2,12,349,15,173,356,1,9.86679822397632
2021-12-13,MA-DMDCNPLQ,1,712.99,749.99,712.99,749.99,0.0,0.0,False,0,0,2,12,346,12,170,353,1,9.86679822397632
2021-12-16,MA-DMDCNPLQ,1,712.99,749.99,649.99,749.99,0.0,0.0,False,0,3,3,12,343,9,167,350,1,9.86679822397632
2021-12-19,MA-DMDCNPLQ,0,712.99,749.99,649.99,749.99,0.0,0.0,False,0,6,3,12,340,6,164,347,1,9.86679822397632
2021-12-22,MA-DMDCNPLQ,0,712.99,749.99,649.99,749.99,0.0,0.0,False,0,2,4,12,337,3,161,344,1,9.86679822397632
2021-12-25,MA-DMDCNPLQ,2,649.99,749.99,649.99,749.99,0.0,0.0,True,1,5,4,12,334,0,158,341,1,26.667022226963027
2021-12-28,MA-DMDCNPLQ,1,649.99,749.99,649.99,749.99,0.0,0.0,False,0,1,4,12,331,362,155,338,1,26.667022226963027
2021-12-31,MA-DMDCNPLQ,4,649.99,749.9900000000001,649.99,749.9900000000001,0.0,0.0,False,1,4,5,12,328,359,152,335,1,26.66702222696305
2022-01-03,MA-DMDCNPLQ,1,649.99,749.99,712.99,749.99,0.0,0.0,False,0,0,1,1,325,356,149,332,1,26.667022226963027
2022-01-06,MA-DMDCNPLQ,1,649.99,749.99,649.99,749.99,0.0,0.0,False,0,3,1,1,322,353,146,329,1,26.667022226963027
2022-01-09,MA-DMDCNPLQ,2,649.99,749.99,681.49,749.99,0.0,0.0,False,0,6,2,1,319,350,143,326,1,26.667022226963027
2022-01-12,MA-DMDCNPLQ,4,649.99,749.99,665.74,749.99,0.0,0.0,False,0,2,2,1,316,347,140,323,1,26.667022226963027
2022-01-15,MA-DMDCNPLQ,3,712.9900000000001,749.9900000000001,712.9900000000001,749.9900000000001,0.0,0.0,True,0,5,3,1,313,344,137,320,1,9.866798223976318
2022-01-18,MA-DMDCNPLQ,3,712.9900000000001,749.9900000000001,691.9900000000001,749.9900000000001,0.0,0.0,False,0,1,3,1,310,341,134,317,1,9.866798223976318
2022-01-21,MA-DMDCNPLQ,0,712.9900000000001,749.9900000000001,691.9900000000001,749.9900000000001,0.0,0.0,False,0,4,3,1,307,338,131,314,1,9.866798223976318
2022-01-24,MA-DMDCNPLQ,0,712.9900000000001,749.9900000000001,691.9900000000001,749.9900000000001,0.0,0.0,False,0,0,4,1,304,335,128,311,1,9.866798223976318
2022-01-27,MA-DMDCNPLQ,1,712.99,749.99,649.99,749.99,0.0,0.0,True,0,3,4,1,301,332,125,308,1,9.86679822397632
2022-01-30,MA-DMDCNPLQ,1,712.99,799.99,759.99,799.99,0.0,0.0,False,0,6,5,1,298,329,122,305,1,21.75027187839848
2022-02-02,MA-DMDCNPLQ,0,712.99,799.99,759.99,799.99,0.0,0.0,False,0,2,1,2,295,326,119,302,1,21.75027187839848
2022-02-05,MA-DMDCNPLQ,7,649.99,757.1328571428572,665.7042857142858,757.1328571428572,0.0,0.0,True,0,5,1,2,292,323,116,299,1,28.30226059589468
2022-02-08,MA-DMDCNPLQ,4,649.99,749.99,649.99,749.99,0.0,0.0,False,0,1,2,2,289,320,113,296,1,26.667022226963027
2022-02-11,MA-DMDCNPLQ,2,649.99,749.99,649.99,749.99,0.0,0.0,False,0,4,2,2,286,317,110,293,1,26.667022226963027
2022-02-14,MA-DMDCNPLQ,4,649.99,749.99,649.99,749.99,0.0,0.0,False,0,0,2,2,283,314,107,290,1,26.667022226963027
2022-02-17,MA-DMDCNPLQ,6,649.99,758.3233333333334,668.3233333333334,758.3233333333334,0.0,0.0,False,0,3,3,2,280,311,104,287,1,28.571805342488044
2022-02-20,MA-DMDCNPLQ,15,649.99,754.5354545454545,659.99,754.5354545454545,0.0,0.0,False,0,6,3,2,277,308,101,284,1,27.71121063050232
2022-02-23,MA-DMDCNPLQ,3,649.99,749.9900000000001,649.99,749.9900000000001,0.0,0.0,False,0,2,4,2,274,305,98,281,1,26.66702222696305
2022-02-26,MA-DMDCNPLQ,0,649.99,749.9900000000001,649.99,749.9900000000001,0.0,0.0,False,0,5,4,2,271,302,95,278,1,26.66702222696305
2022-03-01,MA-DMDCNPLQ,4,649.99,762.49,677.49,762.49,0.0,0.0,False,0,1,1,3,268,299,92,275,1,29.508583719130744
2022-03-04,MA-DMDCNPLQ,1,759.99,799.99,759.99,799.99,0.0,0.0,True,0,4,1,3,265,296,89,272,1,10.00012500156252
2022-03-07,MA-DMDCNPLQ,1,799.99,799.99,759.99,799.99,0.0,0.0,True,0,0,1,3,262,293,86,269,1,0.0
2022-03-10,MA-DMDCNPLQ,1,799.99,799.99,759.99,799.99,0.0,0.0,False,0,3,2,3,259,290,83,266,1,0.0
2022-03-13,MA-DMDCNPLQ,0,799.99,799.99,759.99,799.99,0.0,0.0,False,0,6,2,3,256,287,80,263,1,0.0
2022-03-16,MA-DMDCNPLQ,1,799.99,799.99,759.99,799.99,0.0,0.0,False,0,2,3,3,253,284,77,260,1,0.0
2022-03-19,MA-DMDCNPLQ,0,799.99,799.99,759.99,799.99,0.0,0.0,False,0,5,3,3,250,281,74,257,1,0.0
2022-03-22,MA-DMDCNPLQ,1,799.99,799.99,759.99,799.99,0.0,0.0,False,0,1,4,3,247,278,71,254,1,0.0
2022-03-25,MA-DMDCNPLQ,3,773.3233333333334,799.9900000000001,759.9900000000001,799.9900000000001,0.0,0.0,True,0,4,4,3,244,275,68,251,1,6.666750001041698
2022-03-28,MA-DMDCNPLQ,0,773.3233333333334,799.9900000000001,759.9900000000001,799.9900000000001,0.0,0.0,False,0,0,4,3,241,272,65,248,1,6.666750001041698
2022-03-31,MA-DMDCNPLQ,1,759.99,799.99,699.99,799.99,0.0,0.0,True,0,3,5,3,238,269,62,245,1,10.00012500156252
2022-04-03,MA-DMDCNPLQ,0,759.99,799.99,699.99,799.99,0.0,0.0,False,0,6,1,4,235,266,59,242,1,10.00012500156252
2022-04-06,MA-DMDCNPLQ,1,799.99,799.99,699.99,799.99,0.0,0.0,True,0,2,1,4,232,263,56,239,1,0.0
2022-04-09,MA-DMDCNPLQ,0,799.99,799.99,699.99,799.99,0.0,0.0,False,0,5,2,4,229,260,53,236,1,0.0
2022-04-12,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,719.9900000000001,799.9900000000001,0.0,0.0,True,0,1,2,4,226,257,50,233,1,0.0
2022-04-15,MA-DMDCNPLQ,0,799.9900000000001,799.9900000000001,719.9900000000001,799.9900000000001,0.0,0.0,False,0,4,3,4,223,254,47,230,1,0.0
2022-04-18,MA-DMDCNPLQ,2,759.99,799.99,699.99,799.99,0.0,0.0,True,0,0,3,4,220,251,44,227,1,10.00012500156252
2022-04-21,MA-DMDCNPLQ,0,759.99,799.99,699.99,799.99,0.0,0.0,False,0,3,3,4,217,248,41,224,1,10.00012500156252
2022-04-24,MA-DMDCNPLQ,0,759.99,799.99,699.99,799.99,0.0,0.0,False,0,6,4,4,214,245,38,221,1,10.00012500156252
2022-04-27,MA-DMDCNPLQ,2,759.99,799.99,699.99,799.99,0.0,0.0,False,0,2,4,4,211,242,35,218,1,10.00012500156252
2022-04-30,MA-DMDCNPLQ,5,799.99,799.99,699.99,799.99,0.0,0.0,True,0,5,5,4,208,239,32,215,1,0.0
2022-05-03,MA-DMDCNPLQ,1,799.99,799.99,699.99,799.99,0.0,0.0,False,0,1,1,5,205,236,29,212,1,0.0
2022-05-06,MA-DMDCNPLQ,0,799.99,799.99,699.99,799.99,0.0,0.0,False,0,4,1,5,202,233,26,209,1,0.0
2022-05-09,MA-DMDCNPLQ,0,799.99,799.99,699.99,799.99,0.0,0.0,False,0,0,2,5,199,230,23,206,1,0.0
2022-05-12,MA-DMDCNPLQ,0,799.99,799.99,699.99,799.99,0.0,0.0,False,0,3,2,5,196,227,20,203,1,0.0
2022-05-15,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,0.0,0.0,True,0,6,3,5,193,224,17,200,1,25.000312503906297
2022-05-18,MA-DMDCNPLQ,0,699.99,799.99,699.99,799.99,0.0,0.0,False,0,2,3,5,190,221,14,197,1,25.000312503906297
2022-05-21,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,0.0,0.0,False,0,5,3,5,187,218,11,194,1,25.000312503906297
2022-05-24,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,716.6566666666668,799.9900000000001,0.0,0.0,True,0,1,4,5,184,215,8,191,1,25.000312503906297
2022-05-27,MA-DMDCNPLQ,5,699.99,799.99,711.99,799.99,0.0,0.0,True,0,4,4,5,181,212,5,188,1,25.000312503906297
2022-05-30,MA-DMDCNPLQ,4,699.99,799.99,714.99,799.99,0.0,0.0,False,1,0,5,5,178,209,2,185,1,25.000312503906297
2022-06-02,MA-DMDCNPLQ,0,699.99,799.99,714.99,799.99,0.0,0.0,False,0,3,1,6,175,206,364,182,1,25.000312503906297
2022-06-05,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,0.0,0.0,False,0,6,1,6,172,203,361,179,1,25.000312503906297
2022-06-08,MA-DMDCNPLQ,4,719.9900000000001,799.9900000000001,716.6566666666668,799.9900000000001,0.0,0.0,True,0,2,2,6,169,200,358,176,1,20.000250003125036
2022-06-11,MA-DMDCNPLQ,2,759.99,799.99,759.99,799.99,0.0,0.0,True,0,5,2,6,166,197,355,173,1,10.00012500156252
2022-06-14,MA-DMDCNPLQ,3,759.9900000000001,799.9900000000001,756.6566666666668,799.9900000000001,0.0,0.0,True,0,1,2,6,163,194,352,170,1,10.000125001562518
2022-06-17,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,0.0,0.0,True,0,4,3,6,160,191,349,167,1,25.000312503906297
2022-06-20,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,0.0,0.0,False,1,0,3,6,157,188,346,164,1,25.000312503906297
2022-06-23,MA-DMDCNPLQ,4,699.99,799.99,724.99,799.99,0.0,0.0,False,0,3,4,6,154,185,343,161,1,25.000312503906297
2022-06-26,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,0.0,0.0,False,0,6,4,6,151,182,340,158,1,25.000312503906297
2022-06-29,MA-DMDCNPLQ,2,699.99,799.99,724.99,799.99,0.0,0.0,False,0,2,5,6,148,179,337,155,1,25.000312503906297
2022-07-02,MA-DMDCNPLQ,4,699.9900000000001,799.9900000000001,716.6566666666668,799.9900000000001,0.0,0.0,True,0,5,1,7,145,176,334,152,1,25.000312503906297
2022-07-05,MA-DMDCNPLQ,0,699.9900000000001,799.9900000000001,716.6566666666668,799.9900000000001,0.0,0.0,False,0,1,1,7,142,173,331,149,1,25.000312503906297
2022-07-08,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,716.6566666666668,799.9900000000001,0.0,0.0,False,0,4,2,7,139,170,328,146,1,25.000312503906297
2022-07-11,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,716.6566666666668,799.9900000000001,0.0,0.0,False,0,0,2,7,136,167,325,143,1,25.000312503906297
2022-07-14,MA-DMDCNPLQ,2,749.99,799.99,749.99,799.99,0.0,0.0,True,0,3,2,7,133,164,322,140,1,12.500156251953149
2022-07-17,MA-DMDCNPLQ,1,749.99,799.99,749.99,799.99,0.0,0.0,False,0,6,3,7,130,161,319,137,1,12.500156251953149
2022-07-20,MA-DMDCNPLQ,2,749.99,799.99,724.99,799.99,0.0,0.0,False,0,2,3,7,127,158,316,134,1,12.500156251953149
2022-07-23,MA-DMDCNPLQ,4,749.99,799.99,749.99,799.99,0.0,0.0,False,0,5,4,7,124,155,313,131,1,12.500156251953149
2022-07-26,MA-DMDCNPLQ,1,749.99,799.99,749.99,799.99,0.0,0.0,False,0,1,4,7,121,152,310,128,1,12.500156251953149
2022-07-29,MA-DMDCNPLQ,2,749.99,799.99,699.99,799.99,0.0,0.0,False,0,4,5,7,118,149,307,125,1,12.500156251953149
2022-08-01,MA-DMDCNPLQ,0,749.99,799.99,699.99,799.99,0.0,0.0,False,0,0,1,8,115,146,304,122,1,12.500156251953149
2022-08-04,MA-DMDCNPLQ,7,749.99,799.99,721.4185714285715,799.99,0.0,0.0,False,0,3,1,8,112,143,301,119,1,12.500156251953149
2022-08-07,MA-DMDCNPLQ,2,749.99,799.99,699.99,799.99,0.0,0.0,False,0,6,1,8,109,140,298,116,1,12.500156251953149
2022-08-10,MA-DMDCNPLQ,3,749.99,799.99,724.99,799.99,0.0,0.0,False,0,2,2,8,106,137,295,113,1,12.500156251953149
2022-08-13,MA-DMDCNPLQ,1,749.99,799.99,699.99,799.99,0.0,0.0,False,0,5,2,8,103,134,292,110,1,12.500156251953149
2022-08-16,MA-DMDCNPLQ,2,749.99,799.99,699.99,799.99,0.0,0.0,False,0,1,3,8,100,131,289,107,1,12.500156251953149
2022-08-19,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,0.0,0.0,True,0,4,3,8,97,128,286,104,1,25.000312503906297
2022-08-22,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,0.0,0.0,False,0,0,4,8,94,125,283,101,1,25.000312503906297
2022-08-25,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,True,0,3,4,8,91,122,280,98,1,25.000312503906297
2022-08-28,MA-DMDCNPLQ,0,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,False,0,6,4,8,88,119,277,95,1,25.000312503906297
2022-08-31,MA-DMDCNPLQ,4,699.99,799.99,699.99,799.99,0.0,0.0,True,0,2,5,8,85,116,274,92,1,25.000312503906297
2022-09-03,MA-DMDCNPLQ,4,699.99,799.99,699.99,799.99,0.0,0.0,False,0,5,1,9,82,113,271,89,1,25.000312503906297
2022-09-06,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,True,0,1,1,9,79,110,268,86,1,25.000312503906297
2022-09-09,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,0.0,0.0,True,0,4,2,9,76,107,265,83,1,25.000312503906297
2022-09-12,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,0.0,0.0,False,0,0,2,9,73,104,262,80,1,25.000312503906297
2022-09-15,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,0.0,0.0,False,0,3,3,9,70,101,259,77,1,25.000312503906297
2022-09-18,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,0.0,0.0,False,0,6,3,9,67,98,256,74,1,25.000312503906297
2022-09-21,MA-DMDCNPLQ,1,799.99,799.99,699.99,799.99,0.0,0.0,True,0,2,3,9,64,95,253,71,1,0.0
2022-09-24,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,0.0,0.0,True,0,5,4,9,61,92,250,68,1,0.0
2022-09-27,MA-DMDCNPLQ,5,799.99,799.99,699.99,799.99,0.0,0.0,True,0,1,4,9,58,89,247,65,1,0.0
2022-09-30,MA-DMDCNPLQ,0,799.99,799.99,699.99,799.99,0.0,0.0,False,0,4,5,9,55,86,244,62,1,0.0
2022-10-03,MA-DMDCNPLQ,2,729.99,799.99,699.99,799.99,0.0,0.0,True,0,0,1,10,52,83,241,59,1,17.50021875273441
2022-10-06,MA-DMDCNPLQ,1,759.99,799.99,699.99,799.99,0.0,0.0,True,0,3,1,10,49,80,238,56,1,10.00012500156252
2022-10-09,MA-DMDCNPLQ,1,759.99,799.99,699.99,799.99,0.0,0.0,False,0,6,2,10,46,77,235,53,1,10.00012500156252
2022-10-12,MA-DMDCNPLQ,1,759.99,799.99,699.99,799.99,0.0,0.0,False,0,2,2,10,43,74,232,50,1,10.00012500156252
2022-10-15,MA-DMDCNPLQ,0,759.99,799.99,699.99,799.99,0.0,0.0,False,0,5,3,10,40,71,229,47,1,10.00012500156252
2022-10-18,MA-DMDCNPLQ,2,799.99,799.99,699.99,799.99,0.0,0.0,True,0,1,3,10,37,68,226,44,1,0.0
2022-10-21,MA-DMDCNPLQ,2,799.99,799.99,699.99,799.99,0.0,0.0,False,0,4,3,10,34,65,223,41,1,0.0
2022-10-24,MA-DMDCNPLQ,0,799.99,799.99,699.99,799.99,0.0,0.0,False,0,0,4,10,31,62,220,38,1,0.0
2022-10-27,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,699.99,799.9900000000001,0.0,0.0,True,0,3,4,10,28,59,217,35,1,0.0
2022-10-30,MA-DMDCNPLQ,2,799.99,799.99,699.99,799.99,0.0,0.0,True,0,6,5,10,25,56,214,32,1,0.0
2022-11-02,MA-DMDCNPLQ,2,799.99,799.99,699.99,799.99,0.0,0.0,False,0,2,1,11,22,53,211,29,1,0.0
2022-11-05,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,699.99,799.9900000000001,0.0,0.0,True,0,5,1,11,19,50,208,26,1,0.0
2022-11-08,MA-DMDCNPLQ,2,799.99,799.99,729.99,799.99,0.0,0.0,True,0,1,2,11,16,47,205,23,1,0.0
2022-11-11,MA-DMDCNPLQ,3,766.6566666666668,799.9900000000001,719.9900000000001,799.9900000000001,0.0,0.0,True,1,4,2,11,13,44,202,20,1,8.333437501302107
2022-11-14,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,739.9900000000001,799.9900000000001,0.0,0.0,True,0,0,2,11,10,41,199,17,1,25.000312503906297
2022-11-17,MA-DMDCNPLQ,4,699.99,799.99,714.99,799.99,0.0,0.0,True,0,3,3,11,7,38,196,14,1,25.000312503906297
2022-11-20,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,0.0,0.0,False,0,6,3,11,4,35,193,11,1,25.000312503906297
2022-11-23,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,739.9900000000001,799.9900000000001,0.0,0.0,True,0,2,4,11,1,32,190,8,1,25.000312503906297
2022-11-26,MA-DMDCNPLQ,4,699.99,799.99,759.99,799.99,0.0,0.0,True,0,5,4,11,363,29,187,5,1,25.000312503906297
2022-11-29,MA-DMDCNPLQ,4,699.99,799.99,744.99,799.99,0.0,0.0,False,0,1,5,11,360,26,184,2,1,25.000312503906297
2022-12-02,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,739.9900000000001,799.9900000000001,0.0,0.0,True,0,4,1,12,357,23,181,364,1,25.000312503906297
2022-12-05,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,759.9900000000001,799.9900000000001,0.0,0.0,False,0,0,1,12,354,20,178,361,1,25.000312503906297
2022-12-08,MA-DMDCNPLQ,3,719.9900000000001,799.9900000000001,729.99,799.9900000000001,0.0,0.0,True,0,3,2,12,351,17,175,358,1,20.000250003125036
2022-12-11,MA-DMDCNPLQ,5,759.99,799.99,759.99,799.99,0.0,0.0,True,0,6,2,12,348,14,172,355,1,10.00012500156252
2022-12-14,MA-DMDCNPLQ,0,759.99,799.99,759.99,799.99,0.0,0.0,False,0,2,2,12,345,11,169,352,1,10.00012500156252
2022-12-17,MA-DMDCNPLQ,1,759.99,799.99,759.99,799.99,0.0,0.0,False,0,5,3,12,342,8,166,349,1,10.00012500156252
2022-12-20,MA-DMDCNPLQ,0,759.99,799.99,759.99,799.99,0.0,0.0,False,0,1,3,12,339,5,163,346,1,10.00012500156252
2022-12-23,MA-DMDCNPLQ,0,759.99,799.99,759.99,799.99,0.0,0.0,False,0,4,4,12,336,2,160,343,1,10.00012500156252
2022-12-26,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,759.99,799.9900000000001,3428.0,62.0,True,1,0,4,12,333,364,157,340,1,0.0
2022-12-29,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,759.99,799.9900000000001,4030.0,91.0,False,0,3,5,12,330,361,154,337,1,0.0
2023-01-01,MA-DMDCNPLQ,3,799.9900000000001,799.9900000000001,759.99,799.9900000000001,3929.0,42.0,False,1,6,1,1,327,358,151,334,1,0.0
2023-01-04,MA-DMDCNPLQ,4,799.99,799.99,759.99,799.99,7138.0,68.0,True,0,2,1,1,324,355,148,331,1,0.0
2023-01-07,MA-DMDCNPLQ,4,799.99,799.99,729.99,799.99,6352.0,56.0,False,0,5,1,1,321,352,145,328,1,0.0
2023-01-10,MA-DMDCNPLQ,2,799.99,799.99,759.99,799.99,2470.0,9.0,False,0,1,2,1,318,349,142,325,1,0.0
2023-01-13,MA-DMDCNPLQ,2,759.99,799.99,759.99,799.99,2212.0,72.0,True,0,4,2,1,315,346,139,322,1,10.00012500156252
2023-01-16,MA-DMDCNPLQ,1,759.99,799.99,759.99,799.99,1196.0,27.0,False,1,0,3,1,312,343,136,319,1,10.00012500156252
2023-01-19,MA-DMDCNPLQ,0,759.99,799.99,759.99,799.99,0.0,0.0,False,0,3,3,1,309,340,133,316,1,10.00012500156252
2023-01-22,MA-DMDCNPLQ,3,759.9900000000001,799.9900000000001,739.9900000000001,799.9900000000001,2796.0,88.0,True,0,6,4,1,306,337,130,313,1,10.000125001562518
2023-01-25,MA-DMDCNPLQ,0,759.9900000000001,799.9900000000001,739.9900000000001,799.9900000000001,0.0,0.0,False,0,2,4,1,303,334,127,310,1,10.000125001562518
2023-01-28,MA-DMDCNPLQ,1,799.99,799.99,699.99,799.99,842.0,18.0,True,0,5,4,1,300,331,124,307,1,0.0
2023-01-31,MA-DMDCNPLQ,2,799.99,799.99,699.99,799.99,1348.0,72.0,False,0,1,5,1,297,328,121,304,1,0.0
2023-02-03,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,3057.0,39.0,True,0,4,1,2,294,325,118,301,1,25.000312503906297
2023-02-06,MA-DMDCNPLQ,5,699.99,799.99,699.99,799.99,4236.0,92.0,True,0,0,1,2,291,322,115,298,1,25.000312503906297
2023-02-09,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,807.0,11.0,False,0,3,2,2,288,319,112,295,1,25.000312503906297
2023-02-12,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,2445.0,66.0,True,0,6,2,2,285,316,109,292,1,25.000312503906297
2023-02-15,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,2556.0,45.0,False,0,2,3,2,282,313,106,289,1,25.000312503906297
2023-02-18,MA-DMDCNPLQ,8,699.99,799.99,707.49,799.99,9874.0,376.0,True,0,5,3,2,279,310,103,286,1,25.000312503906297
2023-02-21,MA-DMDCNPLQ,4,699.99,799.99,699.99,799.99,3252.0,76.0,False,0,1,3,2,276,307,100,283,1,25.000312503906297
2023-02-24,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,728.0,13.0,False,0,4,4,2,273,304,97,280,1,25.000312503906297
2023-02-27,MA-DMDCNPLQ,1,699.99,799.99,699.99,799.99,620.0,13.0,False,0,0,4,2,270,301,94,277,1,25.000312503906297
2023-03-02,MA-DMDCNPLQ,2,779.99,799.99,699.99,799.99,1548.0,28.0,True,0,3,1,3,267,298,91,274,1,5.00006250078126
2023-03-05,MA-DMDCNPLQ,3,699.9900000000001,799.9900000000001,699.9900000000001,799.9900000000001,1903.0,64.0,True,0,6,1,3,264,295,88,271,1,25.000312503906297
2023-03-08,MA-DMDCNPLQ,5,699.99,799.99,699.99,799.99,3207.0,85.0,True,0,2,2,3,261,292,85,268,1,25.000312503906297
2023-03-11,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,1476.0,16.0,False,0,5,2,3,258,289,82,265,1,25.000312503906297
2023-03-14,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,1320.0,22.0,False,0,1,2,3,255,286,79,262,1,25.000312503906297
2023-03-17,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,1394.0,24.0,False,0,4,3,3,252,283,76,259,1,25.000312503906297
2023-03-20,MA-DMDCNPLQ,2,699.99,799.99,699.99,799.99,1337.0,25.0,False,0,0,3,3,249,280,73,256,1,25.000312503906297
2023-03-23,MA-DMDCNPLQ,1,759.99,799.99,759.99,799.99,755.0,12.0,True,0,3,4,3,246,277,70,253,1,10.00012500156252
2023-03-26,MA-DMDCNPLQ,2,759.99,799.99,759.99,799.99,1323.0,25.0,False,0,6,4,3,243,274,67,250,1,10.00012500156252
2023-03-29,MA-DMDCNPLQ,4,729.99,799.99,729.99,799.99,1100.0,22.0,True,0,2,5,3,240,271,64,247,1,17.50021875273441
2023-04-01,MA-DMDCNPLQ,0,729.99,799.99,729.99,799.99,0.0,0.0,False,0,5,1,4,237,268,61,244,1,17.50021875273441
2023-04-04,MA-DMDCNPLQ,5,699.99,799.99,714.99,799.99,2129.0,73.0,True,0,1,1,4,234,265,58,241,1,25.000312503906297
2023-04-07,MA-DMDCNPLQ,0,699.99,799.99,714.99,799.99,0.0,0.0,False,0,4,1,4,231,262,55,238,1,25.000312503906297
2023-04-10,MA-DMDCNPLQ,2,699.99,799.99,729.99,799.99,1070.0,13.0,False,0,0,2,4,228,259,52,235,1,25.000312503906297
2023-04-13,MA-DMDCNPLQ,1,759.99,799.99,759.99,799.99,460.0,10.0,True,0,3,2,4,225,256,49,232,1,10.00012500156252
2023-04-16,MA-DMDCNPLQ,5,759.99,799.99,723.99,799.99,2695.0,54.0,False,0,6,3,4,222,253,46,229,1,10.00012500156252
2023-04-19,MA-DMDCNPLQ,4,759.99,799.99,759.99,799.99,3063.0,76.0,False,0,2,3,4,219,250,43,226,1,10.00012500156252
2023-04-22,MA-DMDCNPLQ,3,759.9900000000001,799.9900000000001,719.9900000000001,799.9900000000001,2766.0,84.0,True,0,5,4,4,216,247,40,223,1,10.000125001562518
